AN;MN;Symbol;AW;u_AW;Abundance;u_Abundance;isoSymbol;allIsoSymbol
85;198;At;197.992784;0.000545;0;0;198At;198At
85;199;At;198.9905277;0.0000058;0;0;199At;199At
85;200;At;199.990351;0.000026;0;0;200At;200At
85;201;At;200.9884171;0.0000088;0;0;201At;201At
85;202;At;201.98863;0.00003;0;0;202At;202At
85;203;At;202.986943;0.000011;0;0;203At;203At
85;204;At;203.987251;0.000024;0;0;204At;204At
85;205;At;204.986076;0.000016;0;0;205At;205At
85;206;At;205.986657;0.000016;0;0;206At;206At
85;207;At;206.9858;0.000013;0;0;207At;207At
85;208;At;207.9866133;0.0000096;0;0;208At;208At
85;209;At;208.9861702;0.0000055;0;0;209At;209At
85;210;At;209.9871479;0.0000083;0;0;210At;210At
85;211;At;210.9874966;0.000003;0;0;211At;211At
85;212;At;211.9907377;0.0000026;0;0;212At;212At
85;213;At;212.992937;0.0000053;0;0;213At;213At
85;214;At;213.9963721;0.0000046;0;0;214At;214At
85;215;At;214.9986528;0.0000073;0;0;215At;215At
85;216;At;216.0024236;0.0000039;0;0;216At;216At
85;217;At;217.0047192;0.0000055;0;0;217At;217At
85;218;At;218.008695;0.000012;0;0;218At;218At
85;219;At;219.0111618;0.0000042;0;0;219At;219At
85;220;At;220.015433;0.000015;0;0;220At;220At
85;221;At;221.018017;0.000015;0;0;221At;221At
85;222;At;222.022494;0.000017;0;0;222At;222At
85;223;At;223.025151;0.000015;0;0;223At;223At
85;224;At;224.029749;0.000024;0;0;224At;224At
85;225;At;225.03263;0.00325;0;0;225At;225At
85;226;At;226.03716;0.00325;0;0;226At;226At
85;227;At;227.04024;0.00325;0;0;227At;227At
85;228;At;228.04475;0.00435;0;0;228At;228At
85;229;At;229.04812;0.00435;0;0;229At;229At
86;193;Rn;193.009708;0.000027;0;0;Rn;193Rn
86;194;Rn;194.006144;0.000018;0;0;194Rn;194Rn
86;195;Rn;195.005422;0.000054;0;0;195Rn;195Rn
86;196;Rn;196.002116;0.000015;0;0;196Rn;196Rn
86;197;Rn;197.001585;0.000038;0;0;197Rn;197Rn
86;198;Rn;197.998679;0.000014;0;0;198Rn;198Rn
86;199;Rn;198.99839;0.000068;0;0;199Rn;199Rn
86;200;Rn;199.99569;0.000014;0;0;200Rn;200Rn
86;201;Rn;200.995628;0.000053;0;0;201Rn;201Rn
86;202;Rn;201.993264;0.000019;0;0;202Rn;202Rn
86;203;Rn;202.993388;0.000025;0;0;203Rn;203Rn
86;204;Rn;203.99143;0.000016;0;0;204Rn;204Rn
86;205;Rn;204.991719;0.000054;0;0;205Rn;205Rn
86;206;Rn;205.990214;0.000016;0;0;206Rn;206Rn
86;207;Rn;206.9907303;0.0000091;0;0;207Rn;207Rn
86;208;Rn;207.989635;0.000012;0;0;208Rn;208Rn
86;209;Rn;208.990415;0.000022;0;0;209Rn;209Rn
86;210;Rn;209.9896891;0.0000049;0;0;210Rn;210Rn
86;211;Rn;210.9906011;0.0000073;0;0;211Rn;211Rn
86;212;Rn;211.9907039;0.0000034;0;0;212Rn;212Rn
86;213;Rn;212.9938831;0.0000061;0;0;213Rn;213Rn
86;214;Rn;213.995363;0.0000099;0;0;214Rn;214Rn
86;215;Rn;214.9987459;0.0000083;0;0;215Rn;215Rn
86;216;Rn;216.0002719;0.0000065;0;0;216Rn;216Rn
86;217;Rn;217.003928;0.0000045;0;0;217Rn;217Rn
86;218;Rn;218.0056016;0.0000025;0;0;218Rn;218Rn
86;219;Rn;219.0094804;0.0000027;0;0;219Rn;219Rn
86;220;Rn;220.0113941;0.0000023;0;0;220Rn;220Rn
86;221;Rn;221.0155371;0.0000063;0;0;221Rn;221Rn
86;222;Rn;222.0175782;0.0000025;0;0;222Rn;222Rn
86;223;Rn;223.0218893;0.0000084;0;0;223Rn;223Rn
86;224;Rn;224.024096;0.000011;0;0;224Rn;224Rn
86;225;Rn;225.028486;0.000012;0;0;225Rn;225Rn
86;226;Rn;226.030861;0.000011;0;0;226Rn;226Rn
86;227;Rn;227.035304;0.000015;0;0;227Rn;227Rn
86;228;Rn;228.037835;0.000019;0;0;228Rn;228Rn
86;229;Rn;229.042257;0.000014;0;0;229Rn;229Rn
86;230;Rn;230.04514;0.00215;0;0;230Rn;230Rn
86;231;Rn;231.04987;0.00325;0;0;231Rn;231Rn
87;199;Fr;199.007259;0.000045;0;0;Fr;199Fr
87;200;Fr;200.006586;0.000063;0;0;200Fr;200Fr
87;201;Fr;201.003867;0.000077;0;0;201Fr;201Fr
87;202;Fr;202.00332;0.000555;0;0;202Fr;202Fr
87;203;Fr;203.0009407;0.0000067;0;0;203Fr;203Fr
87;204;Fr;204.000652;0.000026;0;0;204Fr;204Fr
87;205;Fr;204.9985939;0.0000084;0;0;205Fr;205Fr
87;206;Fr;205.998666;0.00003;0;0;206Fr;206Fr
87;207;Fr;206.996946;0.000019;0;0;207Fr;207Fr
87;208;Fr;207.997138;0.000012;0;0;208Fr;208Fr
87;209;Fr;208.995955;0.000016;0;0;209Fr;209Fr
87;210;Fr;209.996422;0.000016;0;0;210Fr;210Fr
87;211;Fr;210.995556;0.000013;0;0;211Fr;211Fr
87;212;Fr;211.9962257;0.0000094;0;0;212Fr;212Fr
87;213;Fr;212.996186;0.0000055;0;0;213Fr;213Fr
87;214;Fr;213.9989713;0.0000093;0;0;214Fr;214Fr
87;215;Fr;215.0003418;0.0000076;0;0;215Fr;215Fr
87;216;Fr;216.0031899;0.0000045;0;0;216Fr;216Fr
87;217;Fr;217.0046323;0.000007;0;0;217Fr;217Fr
87;218;Fr;218.0075787;0.0000051;0;0;218Fr;218Fr
87;219;Fr;219.0092524;0.0000076;0;0;219Fr;219Fr
87;220;Fr;220.0123277;0.0000044;0;0;220Fr;220Fr
87;221;Fr;221.0142552;0.0000054;0;0;221Fr;221Fr
87;222;Fr;222.017552;0.000023;0;0;222Fr;222Fr
87;223;Fr;223.019736;0.0000025;0;0;223Fr;223Fr
87;224;Fr;224.023398;0.000014;0;0;224Fr;224Fr
87;225;Fr;225.025573;0.000013;0;0;225Fr;225Fr
87;226;Fr;226.029566;0.000013;0;0;226Fr;226Fr
87;227;Fr;227.031869;0.000014;0;0;227Fr;227Fr
87;228;Fr;228.035823;0.000014;0;0;228Fr;228Fr
87;229;Fr;229.038298;0.000015;0;0;229Fr;229Fr
87;230;Fr;230.042416;0.000017;0;0;230Fr;230Fr
87;231;Fr;231.045158;0.000027;0;0;231Fr;231Fr
87;232;Fr;232.04937;0.00175;0;0;232Fr;232Fr
87;233;Fr;233.05264;0.00325;0;0;233Fr;233Fr
88;201;Ra;201.01271;0.00115;0;0;Ra;201Ra
88;202;Ra;202.00976;0.000026;0;0;202Ra;202Ra
88;203;Ra;203.009304;0.000086;0;0;203Ra;203Ra
88;204;Ra;204.006492;0.000016;0;0;204Ra;204Ra
88;205;Ra;205.006268;0.000076;0;0;205Ra;205Ra
88;206;Ra;206.003828;0.000019;0;0;206Ra;206Ra
88;207;Ra;207.003799;0.000059;0;0;207Ra;207Ra
88;208;Ra;208.001841;0.000017;0;0;208Ra;208Ra
88;209;Ra;209.00199;0.000054;0;0;209Ra;209Ra
88;210;Ra;210.000494;0.000016;0;0;210Ra;210Ra
88;211;Ra;211.0008932;0.0000085;0;0;211Ra;211Ra
88;212;Ra;211.999787;0.000012;0;0;212Ra;212Ra
88;213;Ra;213.000384;0.000022;0;0;213Ra;213Ra
88;214;Ra;214.0000997;0.0000056;0;0;214Ra;214Ra
88;215;Ra;215.0027204;0.0000082;0;0;215Ra;215Ra
88;216;Ra;216.0035334;0.0000094;0;0;216Ra;216Ra
88;217;Ra;217.0063207;0.0000092;0;0;217Ra;217Ra
88;218;Ra;218.007141;0.000012;0;0;218Ra;218Ra
88;219;Ra;219.0100855;0.0000089;0;0;219Ra;219Ra
88;220;Ra;220.0110259;0.0000089;0;0;220Ra;220Ra
88;221;Ra;221.0139177;0.000005;0;0;221Ra;221Ra
88;222;Ra;222.0153748;0.0000049;0;0;222Ra;222Ra
88;223;Ra;223.0185023;0.0000027;0;0;223Ra;223Ra
88;224;Ra;224.020212;0.0000023;0;0;224Ra;224Ra
88;225;Ra;225.0236119;0.0000032;0;0;225Ra;225Ra
88;226;Ra;226.0254103;0.0000025;0;0;226Ra;226Ra
88;227;Ra;227.0291783;0.0000025;0;0;227Ra;227Ra
88;228;Ra;228.0310707;0.0000026;0;0;228Ra;228Ra
88;229;Ra;229.034942;0.000016;0;0;229Ra;229Ra
88;230;Ra;230.037055;0.000011;0;0;230Ra;230Ra
88;231;Ra;231.041027;0.000012;0;0;231Ra;231Ra
88;232;Ra;232.0434753;0.0000098;0;0;232Ra;232Ra
88;233;Ra;233.047582;0.000017;0;0;233Ra;233Ra
88;234;Ra;234.050342;0.000033;0;0;234Ra;234Ra
88;235;Ra;235.05497;0.00325;0;0;235Ra;235Ra
89;206;Ac;206.014452;0.000775;0;0;Ac;206Ac
89;207;Ac;207.011966;0.000054;0;0;207Ac;207Ac
89;208;Ac;208.01155;0.00006;0;0;208Ac;208Ac
89;209;Ac;209.009495;0.000054;0;0;209Ac;209Ac
89;210;Ac;210.009436;0.000062;0;0;210Ac;210Ac
89;211;Ac;211.007732;0.000057;0;0;211Ac;211Ac
89;212;Ac;212.007813;0.000055;0;0;212Ac;212Ac
89;213;Ac;213.006609;0.000056;0;0;213Ac;213Ac
89;214;Ac;214.006918;0.000016;0;0;214Ac;214Ac
89;215;Ac;215.006475;0.000013;0;0;215Ac;215Ac
89;216;Ac;216.008743;0.000012;0;0;216Ac;216Ac
89;217;Ac;217.009344;0.000012;0;0;217Ac;217Ac
89;218;Ac;218.011642;0.000054;0;0;218Ac;218Ac
89;219;Ac;219.012421;0.000054;0;0;219Ac;219Ac
89;220;Ac;220.0147549;0.0000066;0;0;220Ac;220Ac
89;221;Ac;221.015592;0.000054;0;0;221Ac;221Ac
89;222;Ac;222.0178442;0.0000056;0;0;222Ac;222Ac
89;223;Ac;223.0191377;0.0000077;0;0;223Ac;223Ac
89;224;Ac;224.0217232;0.0000045;0;0;224Ac;224Ac
89;225;Ac;225.02323;0.0000053;0;0;225Ac;225Ac
89;226;Ac;226.0260984;0.0000036;0;0;226Ac;226Ac
89;227;Ac;227.0277523;0.0000025;0;0;227Ac;227Ac
89;228;Ac;228.0310215;0.0000027;0;0;228Ac;228Ac
89;229;Ac;229.032956;0.000013;0;0;229Ac;229Ac
89;230;Ac;230.036327;0.000017;0;0;230Ac;230Ac
89;231;Ac;231.038393;0.000014;0;0;231Ac;231Ac
89;232;Ac;232.042034;0.000014;0;0;232Ac;232Ac
89;233;Ac;233.044346;0.000014;0;0;233Ac;233Ac
89;234;Ac;234.048139;0.000015;0;0;234Ac;234Ac
89;235;Ac;235.05084;0.000015;0;0;235Ac;235Ac
89;236;Ac;236.054988;0.000041;0;0;236Ac;236Ac
89;237;Ac;237.05827;0.00435;0;0;237Ac;237Ac
90;208;Th;208.0179;0.000036;0;0;208Th;208Th
90;209;Th;209.017753;0.000093;0;0;209Th;209Th
90;210;Th;210.015094;0.00002;0;0;210Th;210Th
90;211;Th;211.014929;0.00008;0;0;211Th;211Th
90;212;Th;212.012988;0.000017;0;0;212Th;212Th
90;213;Th;213.013009;0.000076;0;0;213Th;213Th
90;214;Th;214.0115;0.000017;0;0;214Th;214Th
90;215;Th;215.0117248;0.0000095;0;0;215Th;215Th
90;216;Th;216.011056;0.000013;0;0;216Th;216Th
90;217;Th;217.013117;0.000022;0;0;217Th;217Th
90;218;Th;218.013276;0.000011;0;0;218Th;218Th
90;219;Th;219.015537;0.000054;0;0;219Th;219Th
90;220;Th;220.015748;0.000024;0;0;220Th;220Th
90;221;Th;221.018184;0.00001;0;0;221Th;221Th
90;222;Th;222.018469;0.000013;0;0;222Th;222Th
90;223;Th;223.0208119;0.0000099;0;0;223Th;223Th
90;224;Th;224.021464;0.000011;0;0;224Th;224Th
90;225;Th;225.0239514;0.0000055;0;0;225Th;225Th
90;226;Th;226.0249034;0.000005;0;0;226Th;226Th
90;227;Th;227.0277042;0.0000027;0;0;227Th;227Th
90;228;Th;228.0287413;0.0000023;0;0;228Th;228Th
90;229;Th;229.0317627;0.000003;0;0;229Th;229Th
90;230;Th;230.0331341;0.0000019;0;0;230Th;230Th
90;231;Th;231.0363046;0.0000019;0;0;231Th;231Th
90;232;Th;232.0380558;0.0000021;1;0;Th;232Th
90;233;Th;233.0415823;0.0000021;0;0;233Th;233Th
90;234;Th;234.0436014;0.0000037;0;0;234Th;234Th
90;235;Th;235.047255;0.000014;0;0;235Th;235Th
90;236;Th;236.049657;0.000015;0;0;236Th;236Th
90;237;Th;237.053629;0.000017;0;0;237Th;237Th
90;238;Th;238.0565;0.00305;0;0;238Th;238Th
90;239;Th;239.06077;0.00435;0;0;239Th;239Th
91;212;Pa;212.023203;0.00008;0;0;212Pa;212Pa
91;213;Pa;213.021109;0.000076;0;0;213Pa;213Pa
91;214;Pa;214.020918;0.000082;0;0;214Pa;214Pa
91;215;Pa;215.019183;0.000078;0;0;215Pa;215Pa
91;216;Pa;216.019109;0.000057;0;0;216Pa;216Pa
91;217;Pa;217.018325;0.000056;0;0;217Pa;217Pa
91;218;Pa;218.020059;0.00002;0;0;218Pa;218Pa
91;219;Pa;219.019904;0.000055;0;0;219Pa;219Pa
91;220;Pa;220.021705;0.000555;0;0;220Pa;220Pa
91;221;Pa;221.021875;0.000055;0;0;221Pa;221Pa
91;222;Pa;222.023784;0.000785;0;0;222Pa;222Pa
91;223;Pa;223.023963;0.000076;0;0;223Pa;223Pa
91;224;Pa;224.0256176;0.0000082;0;0;224Pa;224Pa
91;225;Pa;225.026131;0.000076;0;0;225Pa;225Pa
91;226;Pa;226.027948;0.000012;0;0;226Pa;226Pa
91;227;Pa;227.0288054;0.000008;0;0;227Pa;227Pa
91;228;Pa;228.0310517;0.0000047;0;0;228Pa;228Pa
91;229;Pa;229.0320972;0.0000038;0;0;229Pa;229Pa
91;230;Pa;230.034541;0.0000035;0;0;230Pa;230Pa
91;231;Pa;231.0358842;0.0000024;1;0;Pa;231Pa
91;232;Pa;232.0385917;0.0000083;0;0;232Pa;232Pa
91;233;Pa;233.0402472;0.0000022;0;0;233Pa;233Pa
91;234;Pa;234.0433072;0.0000051;0;0;234Pa;234Pa
91;235;Pa;235.045399;0.000015;0;0;235Pa;235Pa
91;236;Pa;236.048668;0.000015;0;0;236Pa;236Pa
91;237;Pa;237.051023;0.000014;0;0;237Pa;237Pa
91;238;Pa;238.054637;0.000017;0;0;238Pa;238Pa
91;239;Pa;239.05726;0.00215;0;0;239Pa;239Pa
91;240;Pa;240.06098;0.00325;0;0;240Pa;240Pa
91;241;Pa;241.06408;0.00435;0;0;241Pa;241Pa
92;217;U;217.02466;0.00115;0;0;217U;217U
92;218;U;218.023523;0.00002;0;0;218U;218U
92;219;U;219.024999;0.000055;0;0;219U;219U
92;220;U;220.02462;0.00115;0;0;220U;220U
92;221;U;221.02628;0.00115;0;0;221U;221U
92;222;U;222.026;0.00115;0;0;222U;222U
92;223;U;223.027739;0.000076;0;0;223U;223U
92;224;U;224.027605;0.000027;0;0;224U;224U
92;225;U;225.029391;0.000013;0;0;225U;225U
92;226;U;226.029339;0.000014;0;0;226U;226U
92;227;U;227.031157;0.000018;0;0;227U;227U
92;228;U;228.031371;0.000015;0;0;228U;228U
92;229;U;229.0335063;0.0000064;0;0;229U;229U
92;230;U;230.0339401;0.0000051;0;0;230U;230U
92;231;U;231.0362939;0.0000032;0;0;231U;231U
92;232;U;232.0371563;0.0000023;0;0;232U;232U
92;233;U;233.0396355;0.0000029;0;0;233U;233U
92;234;U;234.0409523;0.0000019;0.000054;0.000005;234U;234U
92;235;U;235.0439301;0.0000019;0.007204;0.000006;235U;235U
92;236;U;236.0455682;0.0000019;0;0;236U;236U
92;237;U;237.0487304;0.000002;0;0;237U;237U
92;238;U;238.0507884;0.000002;0.992742;0.00001;U;238U
92;239;U;239.0542935;0.000002;0;0;239U;239U
92;240;U;240.0565934;0.0000057;0;0;240U;240U
92;241;U;241.06033;0.00325;0;0;241U;241U
92;242;U;242.06293;0.00225;0;0;242U;242U
92;243;U;243.06699;0.00435;0;0;243U;243U
93;219;Np;219.03143;0.00215;0;0;Np;219Np
93;220;Np;220.03254;0.00215;0;0;220Np;220Np
93;221;Np;221.03204;0.00215;0;0;221Np;221Np
93;222;Np;222.0333;0.00215;0;0;222Np;222Np
93;223;Np;223.03285;0.00215;0;0;223Np;223Np
93;224;Np;224.03422;0.00215;0;0;224Np;224Np
93;225;Np;225.033911;0.000077;0;0;225Np;225Np
93;226;Np;226.035188;0.000955;0;0;226Np;226Np
93;227;Np;227.034957;0.000078;0;0;227Np;227Np
93;228;Np;228.036067;0.000054;0;0;228Np;228Np
93;229;Np;229.036264;0.000093;0;0;229Np;229Np
93;230;Np;230.037828;0.000055;0;0;230Np;230Np
93;231;Np;231.038245;0.000054;0;0;231Np;231Np
93;232;Np;232.04011;0.00115;0;0;232Np;232Np
93;233;Np;233.040741;0.000055;0;0;233Np;233Np
93;234;Np;234.0428953;0.0000091;0;0;234Np;234Np
93;235;Np;235.0440635;0.0000021;0;0;235Np;235Np
93;236;Np;236.04657;0.000054;0;0;236Np;236Np
93;237;Np;237.0481736;0.0000019;0;0;237Np;237Np
93;238;Np;238.0509466;0.0000019;0;0;238Np;238Np
93;239;Np;239.0529392;0.0000022;0;0;239Np;239Np
93;240;Np;240.056165;0.000018;0;0;240Np;240Np
93;241;Np;241.058253;0.000076;0;0;241Np;241Np
93;242;Np;242.06164;0.00021;0;0;242Np;242Np
93;243;Np;243.06428;0.000345;0;0;243Np;243Np
93;244;Np;244.06785;0.00325;0;0;244Np;244Np
93;245;Np;245.0708;0.00435;0;0;245Np;245Np
94;228;Pu;228.038732;0.000033;0;0;Pu;228Pu
94;229;Pu;229.040144;0.000055;0;0;229Pu;229Pu
94;230;Pu;230.03965;0.000016;0;0;230Pu;230Pu
94;231;Pu;231.041102;0.000028;0;0;231Pu;231Pu
94;232;Pu;232.041185;0.000019;0;0;232Pu;232Pu
94;233;Pu;233.042998;0.000054;0;0;233Pu;233Pu
94;234;Pu;234.0433174;0.0000075;0;0;234Pu;234Pu
94;235;Pu;235.045286;0.000022;0;0;235Pu;235Pu
94;236;Pu;236.0460581;0.0000023;0;0;236Pu;236Pu
94;237;Pu;237.0484098;0.0000024;0;0;237Pu;237Pu
94;238;Pu;238.0495601;0.0000019;0;0;238Pu;238Pu
94;239;Pu;239.0521636;0.0000019;0;0;239Pu;239Pu
94;240;Pu;240.0538138;0.0000019;0;0;240Pu;240Pu
94;241;Pu;241.0568517;0.0000019;0;0;241Pu;241Pu
94;242;Pu;242.0587428;0.000002;0;0;242Pu;242Pu
94;243;Pu;243.0620036;0.0000034;0;0;243Pu;243Pu
94;244;Pu;244.0642053;0.0000056;0;0;244Pu;244Pu
94;245;Pu;245.067826;0.000015;0;0;245Pu;245Pu
94;246;Pu;246.070205;0.000016;0;0;246Pu;246Pu
94;247;Pu;247.07419;0.00215;0;0;247Pu;247Pu
95;230;Am;230.04609;0.00145;0;0;Am;230Am
95;231;Am;231.04556;0.00325;0;0;231Am;231Am
95;232;Am;232.04645;0.00325;0;0;232Am;232Am
95;233;Am;233.04644;0.00115;0;0;233Am;233Am
95;234;Am;234.04773;0.00175;0;0;234Am;234Am
95;235;Am;235.047908;0.000056;0;0;235Am;235Am
95;236;Am;236.04943;0.00125;0;0;236Am;236Am
95;237;Am;237.049996;0.000645;0;0;237Am;237Am
95;238;Am;238.051985;0.000054;0;0;238Am;238Am
95;239;Am;239.0530247;0.0000026;0;0;239Am;239Am
95;240;Am;240.0553;0.000015;0;0;240Am;240Am
95;241;Am;241.0568293;0.0000019;0;0;241Am;241Am
95;242;Am;242.0595494;0.0000019;0;0;242Am;242Am
95;243;Am;243.0613813;0.0000024;0;0;243Am;243Am
95;244;Am;244.0642851;0.0000022;0;0;244Am;244Am
95;245;Am;245.0664548;0.0000034;0;0;245Am;245Am
95;246;Am;246.069775;0.000205;0;0;246Am;246Am
95;247;Am;247.07209;0.00115;0;0;247Am;247Am
95;248;Am;248.07575;0.00225;0;0;248Am;248Am
95;249;Am;249.07848;0.00325;0;0;249Am;249Am
96;232;Cm;232.04982;0.00225;0;0;Cm;232Cm
96;233;Cm;233.05077;0.000077;0;0;233Cm;233Cm
96;234;Cm;234.05016;0.00002;0;0;234Cm;234Cm
96;235;Cm;235.05154;0.00225;0;0;235Cm;235Cm
96;236;Cm;236.051374;0.00002;0;0;236Cm;236Cm
96;237;Cm;237.052869;0.000076;0;0;237Cm;237Cm
96;238;Cm;238.053081;0.000013;0;0;238Cm;238Cm
96;239;Cm;239.05491;0.000058;0;0;239Cm;239Cm
96;240;Cm;240.0555297;0.0000024;0;0;240Cm;240Cm
96;241;Cm;241.0576532;0.0000023;0;0;241Cm;241Cm
96;242;Cm;242.058836;0.0000019;0;0;242Cm;242Cm
96;243;Cm;243.0613893;0.0000022;0;0;243Cm;243Cm
96;244;Cm;244.0627528;0.0000019;0;0;244Cm;244Cm
96;245;Cm;245.0654915;0.0000022;0;0;245Cm;245Cm
96;246;Cm;246.0672238;0.0000022;0;0;246Cm;246Cm
96;247;Cm;247.0703541;0.0000047;0;0;247Cm;247Cm
96;248;Cm;248.0723499;0.0000056;0;0;248Cm;248Cm
96;249;Cm;249.0759548;0.0000056;0;0;249Cm;249Cm
96;250;Cm;250.078358;0.000012;0;0;250Cm;250Cm
96;251;Cm;251.082286;0.000024;0;0;251Cm;251Cm
96;252;Cm;252.08487;0.00325;0;0;252Cm;252Cm
97;234;Bk;234.05727;0.00155;0;0;Bk;234Bk
97;235;Bk;235.05658;0.00435;0;0;235Bk;235Bk
97;236;Bk;236.05748;0.00435;0;0;236Bk;236Bk
97;237;Bk;237.0571;0.00245;0;0;237Bk;237Bk
97;238;Bk;238.0582;0.00275;0;0;238Bk;238Bk
97;239;Bk;239.05824;0.00225;0;0;239Bk;239Bk
97;240;Bk;240.05976;0.00165;0;0;240Bk;240Bk
97;241;Bk;241.06016;0.00225;0;0;241Bk;241Bk
97;242;Bk;242.06198;0.00225;0;0;242Bk;242Bk
97;243;Bk;243.0630078;0.0000051;0;0;243Bk;243Bk
97;244;Bk;244.065181;0.000016;0;0;244Bk;244Bk
97;245;Bk;245.0663618;0.0000024;0;0;245Bk;245Bk
97;246;Bk;246.068673;0.000064;0;0;246Bk;246Bk
97;247;Bk;247.0703073;0.0000059;0;0;247Bk;247Bk
97;248;Bk;248.073088;0.000765;0;0;248Bk;248Bk
97;249;Bk;249.0749877;0.0000027;0;0;249Bk;249Bk
97;250;Bk;250.0783167;0.0000042;0;0;250Bk;250Bk
97;251;Bk;251.080762;0.000012;0;0;251Bk;251Bk
97;252;Bk;252.08431;0.00225;0;0;252Bk;252Bk
97;253;Bk;253.08688;0.00395;0;0;253Bk;253Bk
97;254;Bk;254.0906;0.00325;0;0;254Bk;254Bk
98;237;Cf;237.062198;0.000094;0;0;Cf;237Cf
98;238;Cf;238.06149;0.00325;0;0;238Cf;238Cf
98;239;Cf;239.06253;0.00235;0;0;239Cf;239Cf
98;240;Cf;240.062256;0.00002;0;0;240Cf;240Cf
98;241;Cf;241.06369;0.00185;0;0;241Cf;241Cf
98;242;Cf;242.063754;0.000014;0;0;242Cf;242Cf
98;243;Cf;243.06548;0.00125;0;0;243Cf;243Cf
98;244;Cf;244.0660008;0.0000031;0;0;244Cf;244Cf
98;245;Cf;245.0680487;0.000003;0;0;245Cf;245Cf
98;246;Cf;246.0688055;0.0000022;0;0;246Cf;246Cf
98;247;Cf;247.070965;0.000016;0;0;247Cf;247Cf
98;248;Cf;248.0721851;0.0000057;0;0;248Cf;248Cf
98;249;Cf;249.0748539;0.0000023;0;0;249Cf;249Cf
98;250;Cf;250.0764062;0.0000022;0;0;250Cf;250Cf
98;251;Cf;251.0795886;0.0000048;0;0;251Cf;251Cf
98;252;Cf;252.0816272;0.0000056;0;0;252Cf;252Cf
98;253;Cf;253.0851345;0.0000067;0;0;253Cf;253Cf
98;254;Cf;254.087324;0.000013;0;0;254Cf;254Cf
98;255;Cf;255.09105;0.00225;0;0;255Cf;255Cf
98;256;Cf;256.09344;0.00345;0;0;256Cf;256Cf
99;239;Es;239.06823;0.00325;0;0;Es;239Es
99;240;Es;240.06892;0.00435;0;0;240Es;240Es
99;241;Es;241.06856;0.00245;0;0;241Es;241Es
99;242;Es;242.06957;0.00285;0;0;242Es;242Es
99;243;Es;243.06951;0.00225;0;0;243Es;243Es
99;244;Es;244.07088;0.00205;0;0;244Es;244Es
99;245;Es;245.07125;0.00225;0;0;245Es;245Es
99;246;Es;246.0729;0.00245;0;0;246Es;246Es
99;247;Es;247.073622;0.000021;0;0;247Es;247Es
99;248;Es;248.075471;0.000565;0;0;248Es;248Es
99;249;Es;249.076411;0.000325;0;0;249Es;249Es
99;250;Es;250.07861;0.00115;0;0;250Es;250Es
99;251;Es;251.0799936;0.0000067;0;0;251Es;251Es
99;252;Es;252.08298;0.000054;0;0;252Es;252Es
99;253;Es;253.0848257;0.0000027;0;0;253Es;253Es
99;254;Es;254.0880222;0.0000045;0;0;254Es;254Es
99;255;Es;255.090275;0.000012;0;0;255Es;255Es
99;256;Es;256.0936;0.00115;0;0;256Es;256Es
99;257;Es;257.09598;0.00445;0;0;257Es;257Es
99;258;Es;258.09952;0.00325;0;0;258Es;258Es
100;241;Fm;241.07421;0.00325;0;0;Fm;241Fm
100;242;Fm;242.07343;0.00435;0;0;242Fm;242Fm
100;243;Fm;243.07446;0.00235;0;0;243Fm;243Fm
100;244;Fm;244.07404;0.00225;0;0;244Fm;244Fm
100;245;Fm;245.07535;0.00215;0;0;245Fm;245Fm
100;246;Fm;246.07535;0.000017;0;0;246Fm;246Fm
100;247;Fm;247.07694;0.00125;0;0;247Fm;247Fm
100;248;Fm;248.0771865;0.0000092;0;0;248Fm;248Fm
100;249;Fm;249.0789275;0.0000068;0;0;249Fm;249Fm
100;250;Fm;250.079521;0.0000086;0;0;250Fm;250Fm
100;251;Fm;251.08154;0.000016;0;0;251Fm;251Fm
100;252;Fm;252.0824671;0.0000061;0;0;252Fm;252Fm
100;253;Fm;253.0851846;0.0000037;0;0;253Fm;253Fm
100;254;Fm;254.0868544;0.000003;0;0;254Fm;254Fm
100;255;Fm;255.089964;0.0000052;0;0;255Fm;255Fm
100;256;Fm;256.0917745;0.0000078;0;0;256Fm;256Fm
100;257;Fm;257.0951061;0.0000069;0;0;257Fm;257Fm
100;258;Fm;258.09708;0.00225;0;0;258Fm;258Fm
100;259;Fm;259.1006;0.00305;0;0;259Fm;259Fm
100;260;Fm;260.10281;0.00555;0;0;260Fm;260Fm
101;245;Md;245.08081;0.00335;0;0;Md;245Md
101;246;Md;246.08171;0.00285;0;0;246Md;246Md
101;247;Md;247.08152;0.00225;0;0;247Md;247Md
101;248;Md;248.08282;0.00265;0;0;248Md;248Md
101;249;Md;249.08291;0.00225;0;0;249Md;249Md
101;250;Md;250.08441;0.00325;0;0;250Md;250Md
101;251;Md;251.084774;0.00002;0;0;251Md;251Md
101;252;Md;252.08643;0.00145;0;0;252Md;252Md
101;253;Md;253.087144;0.000345;0;0;253Md;253Md
101;254;Md;254.08959;0.00115;0;0;254Md;254Md
101;255;Md;255.0910841;0.0000073;0;0;255Md;255Md
101;256;Md;256.09389;0.00135;0;0;256Md;256Md
101;257;Md;257.0955424;0.0000029;0;0;257Md;257Md
101;258;Md;258.0984315;0.000005;0;0;258Md;258Md
101;259;Md;259.10051;0.00225;0;0;259Md;259Md
101;260;Md;260.10365;0.00345;0;0;260Md;260Md
101;261;Md;261.10583;0.00625;0;0;261Md;261Md
