mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_ccp_alpha	param_criterion	param_max_depth	param_max_features	param_n_estimators	param_random_state	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
48.409536075592044	0.685817337102175	0.010130357742309571	0.0002357386846344337	0.0	log_loss		1.0	50	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 1.0, 'n_estimators': 50, 'random_state': 42}	0.8656429942418427	0.8685220729366603	0.8675623800383877	0.8685220729366603	0.834774255523535	0.8610047551354171	0.013157316976611586	72	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
97.68579921722412	1.521176363062086	0.015747880935668944	0.0006786260194214381	0.0	log_loss		1.0	100	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 1.0, 'n_estimators': 100, 'random_state': 42}	0.8646833013435701	0.8857965451055663	0.8742802303262955	0.8637236084452975	0.834774255523535	0.8646515881488529	0.016931255781797775	43	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
146.03616399765014	1.1436433025112807	0.022173166275024414	0.00011532067855766024	0.0	log_loss		1.0	150	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 1.0, 'n_estimators': 150, 'random_state': 42}	0.8618042226487524	0.8838771593090211	0.8733205374280231	0.8666026871401151	0.8357348703170029	0.864267895368583	0.016075621387822366	50	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
196.0892268180847	2.8249597240744033	0.02970089912414551	0.0003370735057994523	0.0	log_loss		1.0	200	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 1.0, 'n_estimators': 200, 'random_state': 42}	0.8627639155470249	0.8838771593090211	0.8723608445297505	0.8618042226487524	0.834774255523535	0.8631160795116168	0.016257872489675314	60	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
245.74624915122985	2.981989769103628	0.03617992401123047	0.00023834521118448727	0.0	log_loss		1.0	250	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 1.0, 'n_estimators': 250, 'random_state': 42}	0.8646833013435701	0.8848368522072937	0.8704414587332053	0.8646833013435701	0.834774255523535	0.8638838338302348	0.01631365850617862	55	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
37.24950723648071	0.8105863861410049	0.008458566665649415	0.00017231646684154748	0.0	log_loss		0.75	50	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 0.75, 'n_estimators': 50, 'random_state': 42}	0.8694817658349329	0.8790786948176583	0.8646833013435701	0.8704414587332053	0.8453410182516811	0.8658052477962095	0.011236005404647396	33	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
74.08089661598206	0.8497183955111597	0.015437602996826172	0.00015030032789122185	0.0	log_loss		0.75	100	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 0.75, 'n_estimators': 100, 'random_state': 42}	0.8723608445297505	0.8886756238003839	0.8694817658349329	0.8646833013435701	0.8424591738712777	0.8675321418759829	0.014905930683666661	21	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
111.23892459869384	1.6805517286997234	0.022426891326904296	0.00015475326643075673	0.0	log_loss		0.75	150	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 0.75, 'n_estimators': 150, 'random_state': 42}	0.8694817658349329	0.8857965451055663	0.8723608445297505	0.8637236084452975	0.8434197886647454	0.8669565105160586	0.013819982454374604	23	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
149.004070520401	1.7382098073773111	0.0294708251953125	0.0008759797568247039	0.0	log_loss		0.75	200	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 0.75, 'n_estimators': 200, 'random_state': 42}	0.8685220729366603	0.8838771593090211	0.8742802303262955	0.8685220729366603	0.8395773294908742	0.8669557729999022	0.01479504477660957	25	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
184.05187983512877	2.0017877367710892	0.03560233116149902	0.0006271141973915434	0.0	log_loss		0.75	250	42	{'ccp_alpha': 0.0, 'criterion': 'log_loss', 'max_depth': None, 'max_features': 0.75, 'n_estimators': 250, 'random_state': 42}	0.8685220729366603	0.8819577735124761	0.8723608445297505	0.8666026871401151	0.8366954851104706	0.8652277726458946	0.01521583306804026	40	0.9944804415646749	0.9937604991600671	0.9952003839692825	0.9952003839692825	0.9937619961612284	0.9944807409649071	0.0006436015145083978
